total games = 1000
initial weights =  [0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45]
initial mu =  0.1
every 250 games mu change 0

[0.11983654711476911, 0.11983654711476911, 0.24257072704465785, 0.27590847866788604, 0.351502312229843, 0.33156800329218106, 0.45, 0.2886529977137632, 0.45]
[0.1917921948931306, 0.1917921948931306, 0.24257072704465785, 0.27590847866788604, 0.351502312229843, 0.4007345774235258, 0.44903582326797153, 0.2886529977137632, 0.45375325037904524]
[0.07584651576131199, 0.07584651576131199, 0.2070843178506342, 0.2377015260763212, 0.35176547622915233, 0.3664878620565768, 0.44903582326797153, 0.2886529977137632, 0.45375325037904524]
[0.12742837849992902, 0.12742837849992902, 0.23824653203296134, 0.2688637402586483, 0.36895943047535795, 0.3836818163027824, 0.44903582326797153, 0.3058469519599688, 0.45375325037904524]
[0.13175508774263034, 0.13175508774263034, 0.23839041614743703, 0.2690076243731239, 0.3704016668895917, 0.38512405271701616, 0.44903582326797153, 0.30728918837420255, 0.4524548980792871]
[-0.26788614833102675, -0.26788614833102675, 0.12857562256091176, 0.15919283078659865, 0.3470027151182313, 0.2519103073591305, 0.16622345992395998, 0.21385926741591743, 0.4524548980792871]
[-0.1670913545326324, -0.1670913545326324, 0.13912533583892128, 0.15362243400262413, 0.3890436769954314, 0.23669974659760473, 0.17343108918682074, 0.11888664702251439, 0.4456320172499211]
[-0.19834215404111966, -0.19834215404111966, 0.16044888132571128, 0.1789504351792525, 0.3497275960857403, 0.2061533271467531, 0.21275181302934854, 0.09395864027329628, 0.42719227819097993]
[-0.13020996649611669, -0.13020996649611669, 0.1654178762666476, 0.18706574550486563, 0.28173062259544485, 0.24572386864077211, 0.21649572407980044, 0.048622932977280105, 0.3806684418079]
[-0.16200075487702342, -0.16200075487702342, 0.22260904523525032, 0.18706574550486563, 0.31958288104636107, 0.26700273506267874, 0.09655606184532195, 0.013151343482578248, 0.3677487266769028]
[-0.12127203929290793, -0.12127203929290793, 0.22445471994679636, 0.18302785142480404, 0.1756466394900447, 0.295014935285526, 0.028956761200551167, 0.037438964988091, 0.34555481897402224]
[0.0970093077720578, 0.0970093077720578, 0.22445471994679636, 0.3842570772135852, 0.18014006475506156, 0.3010388247106197, 0.028956761200551167, 0.037438964988091, 0.4169045984466104]
[0.16527256559424025, 0.16527256559424025, 0.26507989349252004, 0.4248822507593089, 0.20289448402912239, 0.3237932439846805, 0.028956761200551167, 0.08294780353621264, 0.4169045984466104]
[-0.10222578534855312, -0.10222578534855312, 0.1754586468204501, 0.22402890540665327, 0.09617212681194193, 0.2560175576293512, -0.1919653037586201, -0.07885592460388827, 0.35288866752453724]
[-0.14531326099764866, -0.14531326099764866, 0.1630240050644944, 0.19521084562665889, 0.0834128968436821, 0.22799106323688575, -0.3273460534242399, -0.12514968275042557, 0.33437732315078816]
[0.003519469237005541, 0.003519469237005541, 0.17589989507804313, 0.21964877017314632, 0.23162035810690446, 0.1834116167674552, -0.38438996819628063, -0.11619235902437558, 0.3210278100294087]
[-0.08950406523710054, -0.08950406523710054, 0.22756121457815986, 0.2563974008664572, 0.19437295487875214, 0.07841640003429481, -0.43398075688948096, -0.0951003230269582, 0.33371917004130097]
[0.14925154930823337, 0.14925154930823337, 0.22756121457815986, 0.26857756213531014, 0.3800156908803044, 0.07841640003429481, -0.4135143982520166, -0.07463396438949384, 0.41330437488974564]
[-0.07889147485466431, -0.07889147485466431, 0.13965163858282179, 0.15964861268570227, 0.346873180630169, -0.05896917651104294, -0.4531755800838638, -0.04831124993128721, 0.4207895313187199]
[-0.09149790795093064, -0.09149790795093064, 0.15532058126286824, 0.18239691103955974, 0.3272675656593153, -0.08446277563094819, -0.4352638313633638, 0.05145534237416878, 0.4337451548666419]
