total games = 1000
initial weights =  [0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45]
initial mu =  1e-06
every 250 games mu change 0

[0.44999770000391115, 0.44999770000391115, 0.44999846666927407, 0.44999846666927407, 0.4499992333346371, 0.4499992333346371, 0.45, 0.45, 0.4499992333346371]
[0.44999543903211325, 0.44999543903211325, 0.44999846666927407, 0.44999846666927407, 0.4499992333346371, 0.44999735935751994, 0.45, 0.449999793002797, 0.4499992333346371]
[0.4499683052450807, 0.4499683052450807, 0.4499904055028647, 0.44998830920223093, 0.4499948336673426, 0.44998403216861604, 0.44999824978280256, 0.4499967529678317, 0.44999756756369785]
[0.4499089695068134, 0.4499089695068134, 0.44997062692344236, 0.44997129858287455, 0.44999427230234346, 0.44996535840418106, 0.44999093429685166, 0.4499883061759872, 0.44999392164702573]
[0.4498849066416655, 0.4498849066416655, 0.4499616248791563, 0.44995648282918993, 0.4499848287899628, 0.4499594956930727, 0.44998728460227566, 0.44998366185990757, 0.4499871291362243]
[0.44987366898571557, 0.44987366898571557, 0.44995787899383966, 0.44995070383781693, 0.4499848287899628, 0.44995279681256894, 0.4499814722801277, 0.4499817420831361, 0.4499844164693233]
[0.44986541732134255, 0.44986541732134255, 0.44995385212021194, 0.44994650996828967, 0.4499821619729872, 0.44995136008011366, 0.4499798748989092, 0.44998058523734963, 0.4499839296995749]
[0.44986035516729833, 0.44986035516729833, 0.4499515983454008, 0.44994425619347855, 0.4499813157043792, 0.44994967269543223, 0.44997959371907476, 0.44998028218494285, 0.4499833929372644]
[0.44984593583243043, 0.44984593583243043, 0.4499451484591871, 0.44993677914697155, 0.4499787127630641, 0.44994305801369944, 0.4499781330165032, 0.44997945642843845, 0.4499819933258404]
[0.4497887014516352, 0.4497887014516352, 0.44992590853730263, 0.4499120588822861, 0.4499689733865137, 0.44991788457363135, 0.44996163040862935, 0.4499668003522348, 0.44997604416243053]
[0.4497680937298284, 0.4497680937298284, 0.4499186794254502, 0.4499052934598861, 0.44996584835933884, 0.44990878645516746, 0.44996019085737887, 0.4499639370258773, 0.4499736278300957]
[0.4497452377007234, 0.4497452377007234, 0.449910784950464, 0.4498912550356028, 0.4499605726275254, 0.4498996055734413, 0.44995601090203663, 0.44996101838767, 0.4499706504547566]
[0.4497249491266463, 0.4497249491266463, 0.4499071918459967, 0.44988405074517257, 0.4499522738174385, 0.44989353416551214, 0.44995551671369965, 0.4499605232127567, 0.44996621361341316]
[0.4497217912711324, 0.4497217912711324, 0.4499055731283427, 0.44988243202751854, 0.4499514779623512, 0.44989248154700756, 0.44995551671369965, 0.44996026644933945, 0.44996621361341316]
